SUBURB,incident_count,top_claim_type,top_claim_type_count,claim_type_breakdown,peak_month,peak_day_of_week,peak_hour,total_claim_cost,avg_claim_cost,anomalous_claims_excluded_from_cost,freq_normalized,cost_normalized,severity_score,saps_precinct_mapped,saps_precinct_name,saps_robbery_with_aggravating_circumstances_q1_2026,saps_robbery_with_aggravating_circumstances_trend,saps_burglary_at_residential_premises_q1_2026,saps_burglary_at_residential_premises_trend,saps_theft_of_motor_vehicle_and_motorcycle_q1_2026,saps_theft_of_motor_vehicle_and_motorcycle_trend,saps_carjacking_q1_2026,saps_carjacking_trend,saps_truck_hijacking_q1_2026,saps_truck_hijacking_trend,lat,lon
PROTEA HEIGHTS,12,Theft,11,Theft:11; Burglary:1,April,Thursday,2,207481.48,17290.12,0,0.0666666666666666,0.0164132397694713,0.0415,False,,,,,,,,,,,,-33.8824588,18.7140689
ASHLEY,9,Theft,9,Theft:9,January,Sunday,0,489965.57,54440.62,0,0.0380952380952381,0.0435759279288698,0.0408,False,,,,,,,,,,,,-29.825,30.8494444
AMALINDA,10,Theft,9,Theft:9; Burglary:1,September,Tuesday,7,389516.76,38951.68,0,0.0476190476190476,0.0339171195265535,0.0408,False,,,,,,,,,,,,-32.9903609,27.8612765
BENMORE GARDENS,5,Theft,5,Theft:5,June,Wednesday,14,884337.11,176867.42,0,0.0,0.0814973243514498,0.0407,False,,,,,,,,,,,,-26.0996569,28.0492199
BERGVLIET,11,Theft,11,Theft:11,October,Thursday,1,288519.28,26229.03,0,0.0571428571428571,0.0242055529242536,0.0407,False,,,,,,,,,,,,-34.0447957,18.4528321
HEUWELOORD,11,Theft,11,Theft:11,February,Tuesday,10,283878.27,25807.12,0,0.0571428571428571,0.0237592895351379,0.0405,False,,,,,,,,,,,,-25.8822222,28.1130556
NAHOON,10,Theft,8,Theft:8; Armed Robbery:1; Burglary:1,August,Saturday,8,377533.56,41948.17,1,0.0476190476190476,0.0327648566690181,0.0402,False,,,,,,,,,,,,-32.8677267,27.7406592
LAKESIDE,10,Theft,10,Theft:10,February,Friday,0,378069.2,37806.92,0,0.0476190476190476,0.0328163619494949,0.0402,False,,,,,,,,,,,,-26.0987924,28.1482736
FLORENTIA,6,Theft,6,Theft:6,December,Sunday,12,772049.93,128674.99,0,0.0095238095238095,0.0707001794409586,0.0401,False,,,,,,,,,,,,-26.2415836,28.2918
RASLOUW AH,5,Theft,4,Theft:4; Burglary:1,April,Saturday,20,863715.11,172743.02,0,0.0,0.0795143845150041,0.0398,False,,,,,,,,,,,,-25.8528948,28.1186786
OAKDENE,8,Theft,5,Theft:5; Attempted Theft:1; Burglary:1; Hijack:1,January,Saturday,14,561039.43,70129.93,0,0.0285714285714285,0.0504101432486238,0.0395,False,,,,,,,,,,,,-26.2636111,28.0525
FLAMWOOD,11,Theft,10,Theft:10; Burglary:1,November,Wednesday,8,251702.47,22882.04,0,0.0571428571428571,0.0206653764525315,0.0389,False,,,,,,,,,,,,-26.8525,26.6686111
RIDGEWAY,11,Theft,9,Theft:9; Armed Robbery:1; Burglary:1,September,Wednesday,12,244734.36,22248.58,0,0.0571428571428571,0.0199953472165827,0.0386,False,,,,,,,,,,,,-26.2644444,28.0027778
IMPALA PARK,9,Theft,6,Theft:6; Armed Robbery:1; Hijack:1; Accidental Loss:1,October,Wednesday,12,443256.06,49250.67,0,0.0380952380952381,0.039084503812884,0.0386,False,,,,,,,,,,,,-26.1611111,28.2666667
STANDERTON,6,Theft,6,Theft:6,October,Tuesday,2,735676.15,122612.69,0,0.0095238095238095,0.0672026031940324,0.0384,False,,,,,,,,,,,,-26.9433333,29.2436111
PROTEA GLEN,10,Theft,9,Theft:9; Armed Robbery:1,June,Friday,0,341242.85,34124.28,0,0.0476190476190476,0.0292752681445346,0.0384,False,,,,,,,,,,,,-26.2722222,27.8169444
ROUXVILLE,9,Theft,9,Theft:9,September,Saturday,16,437320.63,48591.18,0,0.0380952380952381,0.0385137734960653,0.0383,False,,,,,,,,,,,,-30.418428,26.837205
RIDGEWORTH,7,Theft,7,Theft:7,April,Thursday,20,632336.57,90333.8,0,0.019047619047619,0.0572658283970404,0.0382,False,,,,,,,,,,,,-33.8738889,18.6447222
HORIZON VIEW,5,Theft,5,Theft:5,February,Sunday,14,820432.01,164086.4,0,0.0,0.0753524320741708,0.0377,False,,,,,,,,,,,,-26.1441667,27.8675
CHARLO,9,Theft,7,Theft:7; Burglary:2,August,Saturday,0,425267.8,47251.98,0,0.0380952380952381,0.0373548152597687,0.0377,False,,,,,,,,,,,,-33.9868155,25.548487
MILL PARK,8,Theft,8,Theft:8,October,Saturday,13,517191.33,64648.92,0,0.0285714285714285,0.0461938623717711,0.0374,False,,,,,,,,,,,,-33.9634718,25.5889933
KLOOFENDAL,8,Theft,7,Theft:7; Armed Robbery:1,January,Friday,3,516676.0,64584.5,0,0.0285714285714285,0.0461443100302952,0.0374,False,,,,,,,,,,,,-26.1366667,27.8905556
WATERKLOOF HEIGHTS,6,Theft,6,Theft:6,August,Tuesday,1,706657.19,117776.2,0,0.0095238095238095,0.0644122408724232,0.037,False,,,,,,,,,,,,-25.7969444,28.2572222
CROSSMOOR,8,Theft,5,Theft:5; Hijack:3,April,Thursday,21,504125.55,63015.69,0,0.0285714285714285,0.0449375023845615,0.0368,False,,,,,,,,,,,,-29.8934703,30.8635935
ROBIN HILLS,6,Theft,6,Theft:6,August,Wednesday,11,698168.08,116361.35,0,0.0095238095238095,0.0635959575635797,0.0366,False,,,,,,,,,,,,-26.1116667,27.9822222
DENNEOORD,5,Theft,5,Theft:5,May,Wednesday,4,794592.96,158918.59,0,0.0,0.0728678388445659,0.0364,False,,,,,,,,,,,,-26.2611111,28.3591667
PETERVALE,8,Theft,7,Theft:7; Burglary:1,July,Monday,22,496485.37,62060.67,0,0.0285714285714285,0.0442028492335764,0.0364,False,,,,,,,,,,,,-26.0408333,28.0458333
OAKDALE,10,Theft,9,Theft:9; Attempted Theft:1,November,Friday,5,290668.32,29066.83,0,0.0476190476190476,0.0244121971404361,0.036,False,,,,,,,,,,,,-33.8913889,18.6363889
CARLETONVILLE,10,Theft,9,Theft:9; Hijack:1,November,Sunday,0,291100.65,29110.06,0,0.0476190476190476,0.0244537684904259,0.036,False,,,,,,,,,,,,-26.361436,27.401916
MURRAYFIELD,5,Theft,5,Theft:5,March,Friday,14,786401.61,157280.32,0,0.0,0.0720801871022873,0.036,False,,,,,,,,,,,,-25.7469444,28.3077778
PARKWOOD,8,Theft,7,Theft:7; Armed Robbery:1,October,Thursday,20,483461.45,60432.68,0,0.0285714285714285,0.0429505143584585,0.0358,False,,,,,,,,,,,,-34.0333338,18.4955569
SILVER LAKES GOLF ESTATE,9,Theft,9,Theft:9,July,Friday,17,382812.96,42534.77,0,0.0380952380952381,0.0332725054214442,0.0357,False,,,,,,,,,,,,-25.7737847,28.3701288
CULLINAN,10,Theft,10,Theft:10,June,Sunday,9,284112.36,28411.24,0,0.0476190476190476,0.0237817988158243,0.0357,False,,,,,,,,,,,,-25.670556,28.528889
CAPE TOWN,10,Theft,10,Theft:10,October,Saturday,19,282582.74,28258.27,0,0.0476190476190476,0.0236347158736933,0.0356,False,,,,,,,,,,,,-33.9288301,18.4172197
RETREAT,10,Theft,10,Theft:10,November,Wednesday,3,280786.96,28078.7,0,0.0476190476190476,0.0234620399111537,0.0355,False,,,,,,,,,,,,-34.0541667,18.4763889
HAZEL PARK,5,Theft,3,Theft:3; Burglary:1; Armed Robbery:1,September,Saturday,17,773260.8,154652.16,0,0.0,0.0708166124910874,0.0354,False,,,,,,,,,,,,-33.8693693,18.7149911
BAYSVILLE,8,Theft,8,Theft:8,December,Monday,18,469017.25,58627.16,0,0.0285714285714285,0.0415616102955359,0.0351,False,,,,,,,,,,,,-32.9953858,27.9119935
NEW GERMANY,8,Theft,8,Theft:8,May,Wednesday,2,467596.02,58449.5,0,0.0285714285714285,0.0414249497590335,0.035,False,,,,,,,,,,,,-29.805,30.8797222
ROBERTSHAM,6,Theft,6,Theft:6,August,Friday,14,664634.78,110772.46,0,0.0095238095238095,0.0603715119997409,0.0349,False,,,,,,,,,,,,-26.2427778,28.0163889
RIETFONTEIN,8,Theft,7,Theft:7; Burglary:1,June,Wednesday,20,464444.36,58055.54,0,0.0285714285714285,0.0411218970888302,0.0348,False,,,,,,,,,,,,-26.7452865,20.0271929
RAVENSWOOD,7,Theft,7,Theft:7,June,Thursday,3,560188.27,80026.9,0,0.019047619047619,0.0503282986617171,0.0347,False,,,,,,,,,,,,-26.1963889,28.2561111
WITFIELD,10,Theft,9,Theft:9; Burglary:1,April,Sunday,2,263941.79,26394.18,0,0.0476190476190476,0.0218422669189754,0.0347,False,,,,,,,,,,,,-26.1875,28.2038889
SHARONLEA,6,Theft,6,Theft:6,July,Wednesday,1,656333.71,109388.95,0,0.0095238095238095,0.0595733099636568,0.0345,False,,,,,,,,,,,,-26.0641667,27.9655556
PAROW NORTH,10,Theft,8,Theft:8; Burglary:1; Armed Robbery:1,May,Wednesday,20,256589.95,25659.0,0,0.0476190476190476,0.0211353395400997,0.0344,False,,,,,,,,,,,,-33.8903948,18.5859247
LEPHALALE,10,Theft,10,Theft:10,February,Friday,3,257212.47,25721.25,0,0.0476190476190476,0.0211951988993755,0.0344,False,,,,,,,,,,,,-23.683333,27.733333
BERARIO,9,Theft,8,Theft:8; Armed Robbery:1,December,Monday,14,354032.9,39336.99,0,0.0380952380952381,0.0305051148934014,0.0343,False,,,,,,,,,,,,-26.1333333,27.9541667
REDFERN,8,Theft,8,Theft:8,December,Friday,19,452585.71,56573.21,0,0.0285714285714285,0.03998161052635,0.0343,False,,,,,,,,,,,,-29.7146138,30.9839988
FYNNLANDS,9,Theft,8,Theft:8; Burglary:1,August,Monday,13,349205.5,38800.61,0,0.0380952380952381,0.0300409288897908,0.0341,False,,,,,,,,,,,,-29.8947944,31.0284505
MARIANNHILL,5,Hijack,3,Hijack:3; Theft:2,February,Friday,10,746527.52,149305.5,0,0.0,0.0682460332130902,0.0341,False,,,,,,,,,,,,-29.8452778,30.8247222
BEREA WEST,9,Theft,7,Theft:7; Burglary:1; Armed Robbery:1,February,Wednesday,0,348653.36,38739.26,0,0.0380952380952381,0.0299878370266691,0.034,False,,,,,,,,,,,,-29.8388889,30.9444444
HARTSWATER,10,Theft,10,Theft:10,January,Sunday,12,247502.1,24750.21,0,0.0476190476190476,0.0202614834741195,0.0339,False,,,,,,,,,,,,-27.7516667,24.81
LINDHAVEN,10,Theft,8,Theft:8; Stolen and recovered:1; Attempted Theft:1,September,Wednesday,18,242423.17,24242.32,0,0.0476190476190476,0.0197731112200453,0.0337,False,,,,,,,,,,,,-26.1430556,27.8513889
SANDTON,6,Theft,6,Theft:6,January,Thursday,19,635997.69,105999.62,0,0.0095238095238095,0.0576178689699241,0.0336,True,Sandton,81.0,Decreased,60.0,Decreased,48.0,Decreased,17.0,Decreased,4.0,Increased,-26.0682406,28.0479844
VALMARY PARK,6,Theft,5,Theft:5; Burglary:1,October,Sunday,18,631494.03,105249.0,0,0.0095238095238095,0.05718481267937,0.0334,False,,,,,,,,,,,,-33.8458322,18.6509295
NORTHDALE,8,Theft,7,Theft:7; Armed Robbery:1,May,Sunday,10,432871.61,54108.95,0,0.0285714285714285,0.0380859711979786,0.0333,False,,,,,,,,,,,,-29.5572222,30.3938889
KILNER PARK,7,Theft,7,Theft:7,December,Sunday,13,531286.44,75898.06,0,0.019047619047619,0.0475491991537556,0.0333,False,,,,,,,,,,,,-25.7152778,28.2627778
BEDFORD GARDENS,5,Theft,5,Theft:5,November,Friday,13,730248.78,146049.76,0,0.0,0.0666807261607606,0.0333,False,,,,,,,,,,,,-29.8692539,30.9887682
IFAFI,7,Theft,7,Theft:7,September,Friday,23,530171.5,75738.79,0,0.019047619047619,0.0474419903989672,0.0332,False,,,,,,,,,,,,-25.7438889,27.8983333
HUMEWOOD,11,Theft,8,Theft:8; Attempted Theft:1; Burglary:1; Windscreen/ Motor glass damage:1,April,Friday,4,133458.93,12132.63,0,0.0571428571428571,0.0092954886691758,0.0332,False,,,,,,,,,,,,-33.9777778,25.6413889
KING WILLIAM'S TOWN,10,Theft,8,Theft:8; Armed Robbery:2,September,Friday,1,229160.91,25462.32,1,0.0476190476190476,0.0184978583990143,0.0331,False,,,,,,,,,,,,-32.8802106,27.3937677
ERASMUSRAND,7,Theft,7,Theft:7,September,Wednesday,0,524946.6,74992.37,0,0.019047619047619,0.0469395821770952,0.033,False,,,,,,,,,,,,-25.8116667,28.2541667
SOUTHERNWOOD,9,Theft,8,Theft:8; Glass Damage:1,August,Thursday,14,315201.79,35022.42,0,0.0380952380952381,0.0267712503355309,0.0324,False,,,,,,,,,,,,-33.0026452,27.9019248
BELA-BELA,11,Theft,11,Theft:11,February,Monday,2,114520.71,10410.97,0,0.0571428571428571,0.0074744552645897,0.0323,False,,,,,,,,,,,,-24.8806014,28.2904774
NATURENA,7,Theft,6,Theft:6; Hijack:1,April,Thursday,8,503641.79,71948.83,0,0.019047619047619,0.0448909857045461,0.032,False,,,,,,,,,,,,-26.2832168,27.959597
ORMONDE,5,Theft,5,Theft:5,April,Thursday,16,700277.9,140055.58,0,0.0,0.0637988305208937,0.0319,False,,,,,,,,,,,,-26.2469444,27.9941667
PARKDENE,8,Theft,8,Theft:8,December,Thursday,7,403067.85,50383.48,0,0.0285714285714285,0.0352201452363907,0.0319,False,,,,,,,,,,,,-33.9880699,22.4844425
BELLAIR,8,Theft,8,Theft:8,June,Tuesday,17,400592.52,50074.06,0,0.0285714285714285,0.0349821261080157,0.0318,False,,,,,,,,,,,,-29.8922222,30.9516667
FREEWAY PARK,9,Theft,8,Theft:8; Burglary:1,May,Tuesday,4,299510.76,33278.97,0,0.0380952380952381,0.0252624554338791,0.0317,False,,,,,,,,,,,,-26.2591667,28.2380556
BLOEMFONTEIN CENTRAL,11,Theft,11,Theft:11,October,Monday,11,98086.28,8916.93,0,0.0571428571428571,0.0058941776030497,0.0315,False,,,,,,,,,,,,-29.116885,26.2232712
UNIVERSITAS,8,Theft,6,Theft:6; Burglary:1; Attempted Theft:1,December,Sunday,0,385860.49,48232.56,0,0.0285714285714285,0.0335655453128109,0.0311,False,,,,,,,,,,,,-29.1211111,26.185
OTTERY,10,Theft,10,Theft:10,August,Saturday,13,180222.41,18022.24,0,0.0476190476190476,0.013792102352758,0.0307,False,,,,,,,,,,,,-34.0131526,18.5091531
JEFFREY'S BAY,8,Theft,8,Theft:8,January,Saturday,18,375843.37,46980.42,0,0.0285714285714285,0.03260233387384,0.0306,False,,,,,,,,,,,,-34.0536224,24.9233509
CASTLE HILL,6,Theft,3,Theft:3; Burglary:1; Hijack:1; Stolen and recovered:1,May,Sunday,13,570077.6,95012.93,0,0.0095238095238095,0.0512792222584952,0.0304,False,,,,,,,,,,,,-33.9631834,25.6223703
BLACKHEATH,5,Theft,4,Theft:4; Windscreen/ Motor glass damage:1,April,Wednesday,8,665989.6,133197.92,0,0.0,0.0605017867814891,0.0303,False,,,,,,,,,,,,-26.1344444,27.9741667
DURBANVILLE HILLS,7,Theft,7,Theft:7,March,Saturday,9,466500.91,66642.99,0,0.019047619047619,0.0413196477881146,0.0302,False,,,,,,,,,,,,-33.8480556,18.6386111
FLAMINGO VLEI,8,Theft,7,Theft:7; Burglary:1,December,Saturday,13,363983.38,45497.92,0,0.0285714285714285,0.0314619184616177,0.03,False,,,,,,,,,,,,-33.8309231,18.4917263
DELMAS,9,Theft,7,Theft:7; Hijack:1; Armed Robbery:1,April,Tuesday,0,262953.79,29217.09,0,0.0380952380952381,0.0217472642733345,0.0299,False,,,,,,,,,,,,-26.146111,28.683611
ZONNEBLOEM,10,Theft,10,Theft:10,December,Friday,5,162672.08,16267.21,0,0.0476190476190476,0.0121045236261665,0.0299,False,,,,,,,,,,,,-33.932546,18.435048
CENTURY CITY,9,Theft,9,Theft:9,November,Saturday,17,260783.44,28975.94,0,0.0380952380952381,0.0215385709616271,0.0298,False,,,,,,,,,,,,-33.8890503,18.5119603
ERASMUS,6,Theft,5,Theft:5; Hijack:1,September,Tuesday,3,557042.46,92840.41,0,0.0095238095238095,0.0500258085071788,0.0298,False,,,,,,,,,,,,-25.8161111,28.7472222
STRANDFONTEIN,8,Theft,8,Theft:8,October,Tuesday,7,357966.24,44745.78,0,0.0285714285714285,0.0308833311952289,0.0297,False,,,,,,,,,,,,-31.755556,18.227222
KENRIDGE,7,Theft,7,Theft:7,September,Saturday,13,439561.02,62794.43,0,0.019047619047619,0.0387292016107087,0.0289,False,,,,,,,,,,,,-33.8580556,18.6372222
NAHOON VALLEY PARK,8,Theft,8,Theft:8,February,Thursday,11,336674.07,42084.26,0,0.0285714285714285,0.0288359501411422,0.0287,False,,,,,,,,,,,,-32.9529823,27.9130692
PROTEA VALLEY,6,Theft,6,Theft:6,April,Sunday,2,532290.0,88715.0,0,0.0095238095238095,0.0476456979949089,0.0286,False,,,,,,,,,,,,-33.8655606,18.6166051
MAGALIESBURG,6,Theft,5,Theft:5; Armed Robbery:1,March,Saturday,21,532996.79,88832.8,0,0.0095238095238095,0.0477136604644561,0.0286,False,,,,,,,,,,,,-26.000223,27.547809
LA LUCIA,9,Theft,9,Theft:9,June,Tuesday,17,233368.31,25929.81,0,0.0380952380952381,0.0189024273577895,0.0285,False,,,,,,,,,,,,-29.7547222,31.0594444
BAKOVEN,8,Theft,8,Theft:8,January,Monday,11,329836.39,41229.55,0,0.0285714285714285,0.0281784626006094,0.0284,False,,,,,,,,,,,,-33.96,18.3827778
TONGAAT,9,Theft,6,Theft:6; Hijack:1; Armed Robbery:1; Burglary:1,February,Saturday,8,229182.18,28647.77,1,0.0380952380952381,0.0184999036482783,0.0283,False,,,,,,,,,,,,-33.9247859,18.8508523
LAMBTON,8,Theft,6,Theft:6; Armed Robbery:1; Burglary:1,June,Saturday,0,322286.29,40285.79,0,0.0285714285714285,0.0274524712292997,0.028,False,,,,,,,,,,,,-26.2432141,28.1800743
VEREENIGING,7,Theft,5,Theft:5; Hijack:1; Burglary:1,March,Wednesday,12,418590.07,59798.58,0,0.019047619047619,0.0367127079552382,0.0279,False,,,,,,,,,,,,-26.6747222,27.9261111
HALFWAY HOUSE,9,Theft,6,Theft:6; Hijack:3,March,Sunday,6,220237.23,27529.65,1,0.0380952380952381,0.0176397883495674,0.0279,False,,,,,,,,,,,,-25.9949025,28.1289133
WOODLANDS,8,Theft,7,Theft:7; Armed Robbery:1,December,Wednesday,14,312788.39,39098.55,0,0.0285714285714285,0.0265391861806828,0.0276,False,,,,,,,,,,,,-34.0397222,18.5994444
REMBRANDTPARK,7,Theft,6,Theft:6; Armed Robbery:1,May,Wednesday,10,405859.57,57979.94,0,0.019047619047619,0.0354885873273713,0.0273,False,,,,,,,,,,,,-26.1236111,28.1286111
TERENURE,8,Theft,8,Theft:8,January,Monday,2,305964.25,38245.53,0,0.0285714285714285,0.025883000599484,0.0272,False,,,,,,,,,,,,-26.0808328,28.1962283
NYANGA,7,Theft,6,Theft:6; Hijack:1,March,Friday,19,401847.8,57406.83,0,0.019047619047619,0.0351028294693722,0.0271,False,,,,,,,,,,,,-33.9869444,18.5847222
ONRUS RIVER,9,Theft,9,Theft:9,May,Friday,13,200039.62,22226.62,0,0.0380952380952381,0.0156976563803116,0.0269,False,,,,,,,,,,,,-34.3722135,19.2323511
RANGEVIEW,8,Theft,8,Theft:8,November,Tuesday,14,295167.87,36895.98,0,0.0285714285714285,0.0248448582276769,0.0267,False,,,,,,,,,,,,-26.1119444,27.8263889
LEVALLIA,9,Theft,9,Theft:9,August,Monday,12,190992.46,21221.38,0,0.0380952380952381,0.01482771292329,0.0265,False,,,,,,,,,,,,-33.9675,22.4830556
HEUWELSIG,8,Theft,8,Theft:8,February,Thursday,0,289035.77,36129.47,0,0.0285714285714285,0.0242552168072972,0.0264,False,,,,,,,,,,,,-29.0822222,26.1994444
MAKHADO,7,Theft,7,Theft:7,December,Tuesday,23,385320.12,55045.73,0,0.019047619047619,0.0335135852119758,0.0263,False,,,,,,,,,,,,-23.038326,29.906665
BOKSBURG NORTH,9,Theft,7,Theft:7; Armed Robbery:2,September,Friday,13,184139.49,23017.44,1,0.0380952380952381,0.0141687551495063,0.0261,False,,,,,,,,,,,,-26.2084475,28.2535265
RISIVILLE,7,Theft,7,Theft:7,January,Sunday,0,382488.32,54641.19,0,0.019047619047619,0.0332412891675162,0.0261,False,,,,,,,,,,,,-26.6430556,27.9786111
PAREL VALLEI,7,Theft,7,Theft:7,September,Sunday,9,376910.95,53844.42,0,0.019047619047619,0.0327049886556552,0.0259,False,,,,,,,,,,,,-34.0673594,18.8572964
UPINGTON,8,Theft,8,Theft:8,October,Thursday,9,274762.67,34345.33,0,0.0285714285714285,0.0228827651256188,0.0257,False,,,,,,,,,,,,-28.456325,21.241867
PHOENIX INDUSTRIAL,7,Theft,7,Theft:7,May,Wednesday,3,349548.01,49935.43,0,0.019047619047619,0.0300738634608014,0.0246,False,,,,,,,,,,,,-29.7216338,31.0017176
THERESAPARK,8,Theft,8,Theft:8,October,Friday,10,250241.63,31280.2,0,0.0285714285714285,0.0205249071561163,0.0245,False,,,,,,,,,,,,-25.6730556,28.1444444
MALMESBURY,9,Theft,8,Theft:8; Burglary:1,September,Friday,2,149438.01,16604.22,0,0.0380952380952381,0.0108319814575451,0.0245,False,,,,,,,,,,,,-33.460278,18.723611
MILNERTON RIDGE,6,Theft,4,Theft:4; Armed Robbery:2,May,Friday,4,444341.73,74056.96,0,0.0095238095238095,0.0391888980662171,0.0244,False,,,,,,,,,,,,-33.8530522,18.5089905
DEL JUDOR,5,Theft,5,Theft:5,April,Friday,23,540472.6,108094.52,0,0.0,0.0484325083676032,0.0242,False,,,,,,,,,,,,-25.8958333,29.2405556
KWADUKUZA,8,Theft,8,Theft:8,January,Tuesday,14,240544.85,30068.11,0,0.0285714285714285,0.0195924984980206,0.0241,False,,,,,,,,,,,,-29.3383782,31.2881205
VAN RIEBEECKPARK,8,Theft,7,Theft:7; Armed Robbery:1,November,Friday,3,239886.51,34269.5,1,0.0285714285714285,0.0195291948120578,0.0241,False,,,,,,,,,,,,-26.0879289,28.2217823
SHERE,5,Theft,4,Theft:4; Armed Robbery:1,August,Wednesday,12,533307.11,106661.42,0,0.0,0.0477434997569614,0.0239,False,,,,,,,,,,,,-25.7947566,28.3562043
PHALABORWA,8,Theft,8,Theft:8,June,Friday,2,237586.65,29698.33,0,0.0285714285714285,0.0193080482689365,0.0239,False,,,,,,,,,,,,-23.948502,31.137577
NORTHGATE,9,Theft,8,Theft:8; Attempted Hijack:1,February,Wednesday,14,124669.44,13852.16,0,0.0380952380952381,0.0084503218636748,0.0233,False,,,,,,,,,,,,-26.0580556,27.9480556
HELENA HEIGHTS,5,Theft,5,Theft:5,July,Thursday,19,521579.44,104315.89,0,0.0,0.0466158077759853,0.0233,False,,,,,,,,,,,,-34.0572222,18.8361111
FRANSCHHOEK,8,Theft,8,Theft:8,June,Saturday,0,221905.93,27738.24,0,0.0285714285714285,0.0178002447410463,0.0232,False,,,,,,,,,,,,-33.909167,19.119444
MOUNT CROIX,8,Theft,8,Theft:8,October,Wednesday,16,223097.6,27887.2,0,0.0285714285714285,0.0179148315859157,0.0232,False,,,,,,,,,,,,-33.955779,25.6015725
PIET RETIEF,5,Theft,5,Theft:5,April,Wednesday,1,516953.91,103390.78,0,0.0,0.0461710328898601,0.0231,False,,,,,,,,,,,,-27.006667,30.807778
ELANDSPARK,8,Theft,8,Theft:8,May,Friday,2,216156.53,27019.57,0,0.0285714285714285,0.0172474024223739,0.0229,False,,,,,,,,,,,,-26.24,28.1105556
SUNNYRIDGE,7,Theft,7,Theft:7,December,Monday,14,311939.22,44562.75,0,0.019047619047619,0.0264575329452588,0.0228,False,,,,,,,,,,,,-26.17,28.1772222
HORISON,5,Theft,5,Theft:5,December,Saturday,3,508327.95,101665.59,0,0.0,0.0453415905607171,0.0227,False,,,,,,,,,,,,-26.1519444,27.8775
WORCESTER,8,Theft,8,Theft:8,December,Wednesday,6,211573.84,26446.73,0,0.0285714285714285,0.0168067468817338,0.0227,False,,,,,,,,,,,,-33.646238,19.445927
PARADYSKLOOF,7,Theft,7,Theft:7,December,Saturday,2,307824.27,43974.9,0,0.019047619047619,0.0260618536571207,0.0226,False,,,,,,,,,,,,-33.9636111,18.8566667
WAPADRAND,6,Theft,6,Theft:6,December,Sunday,15,408280.43,68046.74,0,0.0095238095238095,0.0357213688098879,0.0226,False,,,,,,,,,,,,-25.7824841,28.3389308
LAUDIUM,7,Theft,6,Theft:6; Armed Robbery:1,January,Friday,16,304227.42,43461.06,0,0.019047619047619,0.0257159930640299,0.0224,False,,,,,,,,,,,,-25.7891012,28.1032119
EVERTON H C,7,Theft,6,Theft:6; Hijack:1,April,Thursday,4,304927.53,43561.08,0,0.019047619047619,0.0257833132079972,0.0224,False,,,,,,,,,,,,-34.0392157,18.5855439
SELECTION PARK,5,Theft,3,Theft:3; Armed Robbery:2,July,Tuesday,20,503705.82,100741.16,0,0.0,0.0448971426067732,0.0224,False,,,,,,,,,,,,-26.2782911,28.4454059
BLUE HILLS,7,Theft,7,Theft:7,June,Wednesday,1,303175.41,43310.77,0,0.019047619047619,0.0256148354392923,0.0223,False,,,,,,,,,,,,-25.9382165,28.1043655
UVONGO,6,Theft,6,Theft:6,August,Thursday,4,401842.59,66973.76,0,0.0095238095238095,0.0351023284938825,0.0223,False,,,,,,,,,,,,-30.8444444,30.3866667
STRATHAVON,5,Theft,5,Theft:5,June,Tuesday,15,500910.28,100182.06,0,0.0,0.0446283331978712,0.0223,False,,,,,,,,,,,,-26.095,28.07
KYALAMI GARDENS,8,Theft,6,Theft:6; Hijack:1; Armed Robbery:1,November,Monday,18,201136.06,28733.72,1,0.0285714285714285,0.0158030862394073,0.0222,False,,,,,,,,,,,,-33.830163,18.5338741
NEWLANDS EAST,8,Theft,7,Theft:7; Burglary:1,June,Saturday,2,201377.39,25172.17,0,0.0285714285714285,0.0158262916933269,0.0222,False,,,,,,,,,,,,-29.7850901,30.9748368
NORKEM PARK,6,Theft,5,Theft:5; Stolen and recovered:1,October,Friday,16,393309.55,65551.59,0,0.0095238095238095,0.0342818210289429,0.0219,False,,,,,,,,,,,,-26.055,28.2227778
GEZINA,6,Theft,6,Theft:6,April,Wednesday,21,391641.1,65273.52,0,0.0095238095238095,0.034121388676595,0.0218,False,,,,,,,,,,,,-25.7177778,28.2097222
AERORAND,8,Theft,7,Theft:7; Burglary:1,October,Friday,15,189718.19,23714.77,0,0.0285714285714285,0.0147051835495441,0.0216,False,,,,,,,,,,,,-25.8010137,29.4502556
MOSELEY PARK,5,Theft,5,Theft:5,January,Saturday,4,475083.65,95016.73,0,0.0,0.0421449342322935,0.0211,False,,,,,,,,,,,,-29.8463889,30.8741667
VERMONT,5,Theft,5,Theft:5,July,Saturday,5,476018.44,95203.69,0,0.0,0.0422348203892962,0.0211,False,,,,,,,,,,,,-34.4183333,19.1527778
WONDERBOOM SOUTH,5,Theft,5,Theft:5,November,Monday,11,472778.2,94555.64,0,0.0,0.0419232501742034,0.021,False,,,,,,,,,,,,-25.7,28.2086111
THEESCOMBE AH,8,Theft,8,Theft:8,June,Friday,0,174633.12,21829.14,0,0.0285714285714285,0.0132546556551318,0.0209,False,,,,,,,,,,,,-33.9736987,25.4755096
MONTE VISTA,7,Theft,5,Theft:5; Collision:1; Burglary:1,December,Friday,3,268425.82,38346.55,0,0.019047619047619,0.0222734356569649,0.0207,False,,,,,,,,,,,,-33.8797222,18.555
