SUBURB,incident_count,top_claim_type,top_claim_type_count,claim_type_breakdown,peak_month,peak_day_of_week,peak_hour,total_claim_cost,avg_claim_cost,anomalous_claims_excluded_from_cost,freq_normalized,cost_normalized,severity_score,saps_precinct_mapped,saps_precinct_name,saps_robbery_with_aggravating_circumstances_q1_2026,saps_robbery_with_aggravating_circumstances_trend,saps_burglary_at_residential_premises_q1_2026,saps_burglary_at_residential_premises_trend,saps_theft_of_motor_vehicle_and_motorcycle_q1_2026,saps_theft_of_motor_vehicle_and_motorcycle_trend,saps_carjacking_q1_2026,saps_carjacking_trend,saps_truck_hijacking_q1_2026,saps_truck_hijacking_trend,lat,lon
SECUNDA,30,Theft,30,Theft:30,May,Thursday,4,1212665.22,40422.17,0,0.238095238095238,0.1130682141169396,0.1756,False,,,,,,,,,,,,-26.516111,29.202778
SUNDOWNER,22,Theft,18,Theft:18; Armed Robbery:2; Attempted Theft:1; Burglary:1,December,Friday,15,1980600.55,94314.31,1,0.1619047619047619,0.1869102060513342,0.1744,False,,,,,,,,,,,,-26.0755556,27.9372222
HOUGHTON ESTATE,13,Theft,12,Theft:12; Hijack:1,November,Wednesday,19,2851278.18,219329.09,0,0.0761904761904762,0.2706315404141091,0.1734,False,,,,,,,,,,,,-26.1581938,28.0589807
WENDYWOOD,22,Theft,17,Theft:17; Hijack:3; Armed Robbery:1; Stolen and recovered:1,April,Thursday,0,1953107.03,88777.59,0,0.1619047619047619,0.184266524737586,0.1731,False,,,,,,,,,,,,-26.0794444,28.0836111
GLENMARAIS,19,Theft,16,Theft:16; Hijack:1; Armed Robbery:1; Burglary:1,August,Tuesday,6,2233005.76,117526.62,0,0.1333333333333333,0.2111806136662816,0.1723,False,,,,,,,,,,,,-26.0755556,28.2363889
GLENVISTA,27,Theft,25,Theft:25; Armed Robbery:1; Burglary:1,February,Wednesday,10,1426417.89,52830.29,0,0.2095238095238095,0.1336219278444944,0.1716,False,,,,,,,,,,,,-26.2827778,28.0547222
VREDEHOEK,34,Theft,32,Theft:32; Burglary:1; Malicious Damage:1,September,Tuesday,0,724486.18,21308.42,0,0.2761904761904762,0.0661266145759724,0.1712,False,,,,,,,,,,,,-33.9405556,18.4230556
PLUMSTEAD,31,Theft,31,Theft:31,December,Sunday,14,1019972.45,32902.34,0,0.2476190476190476,0.0945395471676587,0.1711,False,,,,,,,,,,,,-34.02,18.4772222
DIE WILGERS,23,Theft,22,Theft:22; Hijack:1,December,Friday,0,1798181.91,78181.82,0,0.1714285714285714,0.1693694637292389,0.1704,False,,,,,,,,,,,,-25.7619444,28.3116667
UMKOMAAS,13,Theft,12,Theft:12; Burglary:1,February,Saturday,11,2764658.02,212666.0,0,0.0761904761904762,0.2623024469264114,0.1692,False,,,,,,,,,,,,-30.206389,30.796111
POLOKWANE CENTRAL,32,Theft,30,Theft:30; Burglary:2,August,Friday,2,873503.67,27296.99,0,0.2571428571428571,0.080455618418866,0.1688,False,,,,,,,,,,,,-23.9020863,29.4443053
EMMARENTIA,14,Theft,12,Theft:12; Burglary:2,November,Tuesday,21,2642877.91,188776.99,0,0.0857142857142857,0.2505924948652271,0.1682,False,,,,,,,,,,,,-26.1472222,27.9958333
CROYDON,22,Theft,18,Theft:18; Hijack:2; Armed Robbery:1; Burglary:1,March,Wednesday,15,1841283.32,83694.7,0,0.1619047619047619,0.1735139454912397,0.1677,False,,,,,,,,,,,,-26.1284291,28.1977014
ATHOLL,8,Theft,8,Theft:8,February,Wednesday,14,3211538.91,401442.36,0,0.0285714285714285,0.3052729599187165,0.1669,False,,,,,,,,,,,,-26.1113889,28.0680556
HENNOPSPARK,14,Theft,14,Theft:14,May,Wednesday,0,2593037.57,185216.97,0,0.0857142857142857,0.2458000210194314,0.1658,False,,,,,,,,,,,,-25.8497222,28.1741667
BRAKPAN,22,Theft,21,Theft:21; Accidental Damage:1,August,Friday,11,1783317.51,81059.89,0,0.1619047619047619,0.1679401546949618,0.1649,False,,,,,,,,,,,,-26.235278,28.37
BULWER,23,Theft,15,Theft:15; Hijack:3; Armed Robbery:2; Stolen and recovered:2; Windscreen/ Motor glass damage:1,July,Monday,4,1684736.34,80225.54,2,0.1714285714285714,0.1584609320629946,0.1649,False,,,,,,,,,,,,-29.8052778,29.7672222
BELLVILLE,26,Theft,22,Theft:22; Burglary:2; Remote jamming:1; Armed Robbery:1,February,Friday,10,1319967.26,50767.97,0,0.2,0.1233860052937358,0.1617,False,,,,,,,,,,,,-33.9064324,18.6270614
FARRARMERE,19,Theft,19,Theft:19,February,Wednesday,16,1971851.83,103781.68,0,0.1333333333333333,0.1860689595473138,0.1597,False,,,,,,,,,,,,-26.164724,28.2938818
LENASIA,25,Theft,21,Theft:21; Hijack:4,December,Friday,13,1359536.5,54381.46,0,0.1904761904761904,0.1271908458666134,0.1588,False,,,,,,,,,,,,-26.3194831,27.8246367
MALVERN,15,Theft,12,Theft:12; Hijack:3,March,Wednesday,16,2340835.86,156055.72,0,0.0952380952380952,0.2215491812571034,0.1584,False,,,,,,,,,,,,-26.2013889,28.1019444
BLOEMFONTEIN,29,Theft,26,Theft:26; Remote jamming:1; Armed Robbery:1; Burglary:1,April,Monday,18,950049.48,32760.33,0,0.2285714285714285,0.0878159974297284,0.1582,False,,,,,,,,,,,,-29.116395,26.215496
MEYERTON,19,Theft,18,Theft:18; Hijack:1,July,Tuesday,3,1939103.87,102058.1,0,0.1333333333333333,0.1829200295479767,0.1581,False,,,,,,,,,,,,-26.5583333,28.0197222
MARLBORO,16,Hijack,10,Hijack:10; Theft:5; Armed Robbery:1,October,Wednesday,7,2229363.46,148624.23,1,0.1047619047619047,0.2108303827591783,0.1578,False,,,,,,,,,,,,-26.0833416,28.1116491
PLETTENBERG BAY,28,Theft,28,Theft:28,September,Saturday,8,1024445.42,36587.34,0,0.219047619047619,0.0949696524144934,0.157,False,,,,,,,,,,,,-34.052778,23.369444
RANDPARK,27,Theft,23,Theft:23; Stolen and recovered:2; Armed Robbery:1; Hijack:1,April,Wednesday,0,1101139.53,40782.95,0,0.2095238095238095,0.1023442914378544,0.1559,False,,,,,,,,,,,,-26.1111111,27.9716667
HENLEY ON KLIP,24,Theft,23,Theft:23; Burglary:1,July,Friday,0,1382443.81,60106.25,1,0.1809523809523809,0.1293935331687573,0.1552,False,,,,,,,,,,,,-26.5352778,28.0611111
THE REEDS,26,Theft,26,Theft:26,June,Tuesday,5,1171928.4,45074.17,0,0.2,0.109151103109854,0.1546,False,,,,,,,,,,,,-25.8991667,28.1341667
MOWBRAY,28,Theft,26,Theft:26; Hijack:1; Armed Robbery:1,December,Saturday,2,969283.16,35899.38,1,0.219047619047619,0.0896654412408742,0.1544,False,,,,,,,,,,,,-33.9483333,18.4741667
UMHLANGA,22,Theft,21,Theft:21; Burglary:1,September,Wednesday,18,1563973.41,71089.7,0,0.1619047619047619,0.1468487884948195,0.1544,False,,,,,,,,,,,,-31.4642677,27.2136813
ROODEKRANS,18,Theft,18,Theft:18,December,Saturday,15,1938992.2,107721.79,0,0.1238095238095238,0.1829092917489496,0.1534,False,,,,,,,,,,,,-26.1038889,27.8472222
EAST LONDON,24,Theft,23,Theft:23; Hijack:1,August,Saturday,17,1310725.39,54613.56,0,0.1809523809523809,0.1224973391999402,0.1517,False,,,,,,,,,,,,-33.0191604,27.8998573
QUEENSWOOD,18,Theft,18,Theft:18,October,Thursday,16,1866906.5,103717.03,0,0.1238095238095238,0.1759777814120242,0.1499,False,,,,,,,,,,,,-25.7323222,28.24756
WINDERMERE,19,Theft,19,Theft:19,March,Saturday,18,1767831.92,93043.79,0,0.1333333333333333,0.1664511141895857,0.1499,False,,,,,,,,,,,,-33.9122222,18.5208333
PORT ELIZABETH CENTRAL,31,Theft,28,Theft:28; Armed Robbery:2; Hijack:1,October,Friday,15,579660.17,19322.01,1,0.2476190476190476,0.0522006488799931,0.1499,False,,,,,,,,,,,,-33.960102,25.6242957
LAKEFIELD,7,Theft,6,Theft:6; Armed Robbery:1,August,Friday,20,2956924.96,422417.85,0,0.019047619047619,0.280790167543108,0.1499,False,,,,,,,,,,,,-26.1830556,28.2883333
PARKTOWN NORTH,17,Theft,15,Theft:15; Stolen and recovered:1; Burglary:1,December,Monday,12,1943362.72,114315.45,0,0.1142857142857142,0.1833295457599079,0.1488,False,,,,,,,,,,,,-26.1394444,28.0302778
PRIMROSE,18,Theft,18,Theft:18,October,Friday,11,1783962.55,99109.03,0,0.1238095238095238,0.1680021794991563,0.1459,False,,,,,,,,,,,,-26.1841667,28.1669444
BENDOR PARK,23,Theft,23,Theft:23,October,Wednesday,2,1272087.06,55308.13,0,0.1714285714285714,0.1187820116967526,0.1451,False,,,,,,,,,,,,-23.8883333,29.4847222
PARKMORE,14,Theft,11,Theft:11; Malicious Damage:2; Armed Robbery:1,January,Friday,13,2137880.12,152705.72,0,0.0857142857142857,0.2020336627874439,0.1439,False,,,,,,,,,,,,-26.0952778,28.0375
SILVERTON,19,Theft,16,Theft:16; Burglary:2; Hijack:1,October,Wednesday,0,1619650.88,85244.78,0,0.1333333333333333,0.1522025404711318,0.1428,False,,,,,,,,,,,,-25.7283333,28.3047222
WILGEHEUWEL,20,Theft,19,Theft:19; Hijack:1,August,Sunday,15,1470377.41,73518.87,0,0.1428571428571428,0.1378489224812431,0.1404,False,,,,,,,,,,,,-26.1094757,27.9004888
VERULAM,23,Theft,23,Theft:23,January,Friday,14,1170330.17,50883.92,0,0.1714285714285714,0.1089974228686164,0.1402,False,,,,,,,,,,,,-29.643889,31.043056
SIMON'S TOWN,11,Theft,11,Theft:11,March,Saturday,0,2358176.22,214379.66,0,0.0571428571428571,0.2232165699983656,0.1402,False,,,,,,,,,,,,-34.193181,18.433266
LOMBARDY EAST,15,Hijack,8,Hijack:8; Theft:6; Stolen and recovered:1,October,Tuesday,13,1943029.82,129535.32,0,0.0952380952380952,0.1832975352530923,0.1393,False,,,,,,,,,,,,-26.1166667,28.125
FLORIDA PARK,15,Theft,14,Theft:14; Burglary:1,December,Sunday,22,1916410.25,127760.68,0,0.0952380952380952,0.1807378899334309,0.138,False,,,,,,,,,,,,-26.1586219,27.9051084
NORTH BEACH,13,Theft,13,Theft:13,September,Saturday,17,2065298.43,158869.11,0,0.0761904761904762,0.1950544597762153,0.1356,False,,,,,,,,,,,,-29.8467091,31.035303
BRITS,28,Theft,27,Theft:27; Remote jamming:1,April,Saturday,4,532079.67,19002.85,0,0.219047619047619,0.0476254733932311,0.1333,False,,,,,,,,,,,,-25.6297222,27.7841667
HURLINGHAM,20,Theft,20,Theft:20,July,Saturday,2,1311568.37,65578.42,0,0.1428571428571428,0.1225783972264812,0.1327,False,,,,,,,,,,,,-26.1022222,28.0277778
WINGATE PARK,22,Theft,20,Theft:20; Burglary:1; Armed Robbery:1,February,Monday,3,1087770.18,49444.1,0,0.1619047619047619,0.101058741214676,0.1315,False,,,,,,,,,,,,-25.825,28.2697222
RUIMSIG,12,Theft,11,Theft:11; Armed Robbery:1,July,Sunday,11,2071673.98,172639.5,0,0.0666666666666666,0.1956675105023453,0.1312,False,,,,,,,,,,,,-26.0909169,27.8719328
SINOVILLE,19,Theft,19,Theft:19,May,Sunday,1,1348958.15,70997.8,0,0.1333333333333333,0.1261736685017183,0.1298,False,,,,,,,,,,,,-25.6755556,28.2197222
SUNNYSIDE,18,Theft,14,Theft:14; Hijack:4,September,Monday,0,1434830.65,79712.81,0,0.1238095238095238,0.1344308696027359,0.1291,False,,,,,,,,,,,,-25.7575,28.2122222
SUNNINGDALE,24,Theft,24,Theft:24,February,Thursday,2,818427.51,34101.15,0,0.1809523809523809,0.0751596863219569,0.1281,False,,,,,,,,,,,,-33.8095111,18.4887457
MAYFAIR WEST,12,Theft,11,Theft:11; Hijack:1,November,Saturday,16,1984015.02,165334.58,0,0.0666666666666666,0.1872385296175911,0.127,False,,,,,,,,,,,,-26.1969444,27.9963889
FLORIDA,16,Theft,16,Theft:16,January,Friday,15,1585839.24,99114.95,0,0.1047619047619047,0.1489513307004228,0.1269,False,,,,,,,,,,,,-26.1752726,27.9233293
NASREC,11,Theft,9,Theft:9; Hijack:2,April,Saturday,23,2076677.38,188788.85,0,0.0571428571428571,0.1961486200541672,0.1266,False,,,,,,,,,,,,-26.2428482,27.9803213
PARKRAND,14,Theft,14,Theft:14,November,Saturday,0,1742813.91,124486.71,0,0.0857142857142857,0.1640454693123867,0.1249,False,,,,,,,,,,,,-26.2458333,28.2705556
COLBYN,7,Theft,5,Theft:5; Armed Robbery:2,April,Saturday,17,2431122.66,347303.24,0,0.019047619047619,0.2302308461016969,0.1246,False,,,,,,,,,,,,-25.7399812,28.2436658
SUMMERSTRAND,21,Theft,20,Theft:20; Burglary:1,May,Tuesday,20,1037374.45,49398.78,0,0.1523809523809524,0.0962128629970558,0.1243,False,,,,,,,,,,,,-33.99,25.6616667
MORNINGSIDE MANOR,14,Theft,12,Theft:12; Hijack:1; Burglary:1,August,Friday,15,1700845.78,121488.98,0,0.0857142857142857,0.1600099598158232,0.1229,False,,,,,,,,,,,,-26.0694937,28.0714501
RANDHART,15,Theft,15,Theft:15,January,Monday,13,1589941.27,105996.08,0,0.0952380952380952,0.1493457676462717,0.1223,False,,,,,,,,,,,,-26.2894444,28.1119444
SASOLBURG,17,Theft,16,Theft:16; Burglary:1,November,Wednesday,0,1384094.81,81417.34,0,0.1142857142857142,0.1295522875897626,0.1219,False,,,,,,,,,,,,-26.810278,27.821389
BROMHOF,18,Theft,18,Theft:18,April,Friday,14,1279669.52,71092.75,0,0.1238095238095238,0.1195111146931766,0.1217,False,,,,,,,,,,,,-26.0875,27.9647222
GROOTFONTEIN COUNTRY ESTATES,16,Theft,16,Theft:16,November,Saturday,2,1474461.91,92153.87,0,0.1047619047619047,0.1382416738032275,0.1215,False,,,,,,,,,,,,-25.8805321,28.3677751
LYNNWOOD GLEN,13,Theft,11,Theft:11; Burglary:1; Armed Robbery:1,January,Tuesday,11,1771135.63,136241.2,0,0.0761904761904762,0.1667687874592522,0.1215,False,,,,,,,,,,,,-25.7727778,28.2794444
NORTH RIDING,19,Theft,18,Theft:18; Armed Robbery:1,September,Saturday,0,1173404.03,61758.11,0,0.1333333333333333,0.1092929945612581,0.1213,False,,,,,,,,,,,,-26.0547222,27.9683333
FOCHVILLE,12,Theft,11,Theft:11; Hijack:1,April,Saturday,16,1864592.68,155382.72,0,0.0666666666666666,0.1757552925238289,0.1212,False,,,,,,,,,,,,-26.4866667,27.4933333
WESTCLIFF,16,Theft,16,Theft:16,April,Saturday,18,1438240.4,89890.02,0,0.1047619047619047,0.1347587393101998,0.1198,False,,,,,,,,,,,,-26.1697222,28.0255556
PRETORIUSPARK,7,Theft,7,Theft:7,May,Saturday,12,2297047.63,328149.66,0,0.019047619047619,0.2173386572713383,0.1182,False,,,,,,,,,,,,-25.8102778,28.3038889
LITTLE FALLS,18,Theft,16,Theft:16; Burglary:1; Armed Robbery:1,January,Friday,13,1205032.9,66946.27,0,0.1238095238095238,0.1123343167562325,0.1181,False,,,,,,,,,,,,-26.1163889,27.8894444
FISH HOEK,19,Theft,19,Theft:19,January,Monday,8,1100223.4,57906.49,0,0.1333333333333333,0.1022561995615881,0.1178,False,,,,,,,,,,,,-34.137645,18.4246723
MAGALIESSIG,8,Theft,8,Theft:8,July,Thursday,14,2169716.25,271214.53,0,0.0285714285714285,0.2050949143835676,0.1168,False,,,,,,,,,,,,-26.0330556,28.0175
ALBERTON,21,Theft,21,Theft:21,December,Saturday,10,876781.89,41751.52,0,0.1523809523809524,0.0807708406587376,0.1166,False,,,,,,,,,,,,-26.2669894,28.1220546
GORDONS BAY,19,Theft,19,Theft:19,October,Friday,4,1042026.2,54843.48,0,0.1333333333333333,0.0966601591072385,0.115,False,,,,,,,,,,,,-34.1585049,18.8768292
GREENSTONE HILL,12,Theft,9,Theft:9; Hijack:3,April,Saturday,1,1728844.02,144070.34,0,0.0666666666666666,0.1627021732503285,0.1147,False,,,,,,,,,,,,-26.1179651,28.1473032
LANGEBAAN,19,Theft,17,Theft:17; Armed Robbery:2,October,Saturday,0,1028066.14,54108.74,0,0.1333333333333333,0.0953178082638105,0.1143,False,,,,,,,,,,,,-33.090717,18.034889
ROODEPLAAT,13,Theft,13,Theft:13,October,Friday,0,1598385.83,122952.76,0,0.0761904761904762,0.1501577671819741,0.1132,False,,,,,,,,,,,,-25.640902,28.3558918
UMHLANGA RIDGE,9,Theft,9,Theft:9,September,Wednesday,15,1986361.48,220706.83,0,0.0380952380952381,0.1874641570547275,0.1128,False,,,,,,,,,,,,-29.7216462,31.0655125
SILVERGLEN,10,Theft,7,Theft:7; Armed Robbery:2; Stolen and recovered:1,January,Saturday,16,1876682.45,187668.25,0,0.0476190476190476,0.1769178027821193,0.1123,False,,,,,,,,,,,,-29.9249542,30.905832
WATERVAL CITY,5,Theft,5,Theft:5,July,Wednesday,9,2370878.48,474175.7,0,0.0,0.2244379751659968,0.1122,False,,,,,,,,,,,,-25.5626854,28.2740048
KRUGERSDORP NORTH,13,Theft,13,Theft:13,February,Tuesday,22,1536437.46,118187.5,0,0.0761904761904762,0.144201027259761,0.1102,False,,,,,,,,,,,,-25.698382,27.2501197
SHEFFIELD BEACH,5,Theft,5,Theft:5,February,Friday,13,2326245.01,465249.0,0,0.0,0.2201461758399467,0.1101,False,,,,,,,,,,,,-29.4859773,31.2505367
UMHLANGA ROCKS,15,Theft,15,Theft:15,November,Sunday,4,1332432.47,88828.83,0,0.0952380952380952,0.1245846165573699,0.1099,False,,,,,,,,,,,,-29.73,31.0827778
GONUBIE,22,Theft,22,Theft:22,November,Monday,4,622528.73,28296.76,0,0.1619047619047619,0.0563227405953972,0.1091,False,,,,,,,,,,,,-32.9436088,28.0132812
IRENE,8,Theft,8,Theft:8,August,Sunday,16,2006598.07,250824.76,0,0.0285714285714285,0.1894100372052861,0.109,False,,,,,,,,,,,,-25.868388,28.217964
KARENPARK,8,Theft,8,Theft:8,October,Tuesday,11,1997404.17,249675.52,0,0.0285714285714285,0.1885259837399433,0.1085,False,,,,,,,,,,,,-25.6675,28.1138889
GEORGE,21,Theft,21,Theft:21,August,Friday,0,701606.4,33409.83,0,0.1523809523809524,0.0639265744629323,0.1082,False,,,,,,,,,,,,-33.9597212,22.4587148
HARTEBEESPOORT,17,Theft,17,Theft:17,December,Saturday,23,1092951.87,64291.29,0,0.1142857142857142,0.1015569945131491,0.1079,False,,,,,,,,,,,,-25.7469729,27.8586157
DOORNPOORT,18,Theft,17,Theft:17; Stolen and recovered:1,October,Sunday,11,977822.35,54323.46,0,0.1238095238095238,0.090486540068436,0.1071,False,,,,,,,,,,,,-25.6469444,28.2355556
BUCCLEUCH,15,Theft,12,Theft:12; Hijack:3,November,Friday,0,1272893.07,84859.54,0,0.0952380952380952,0.1188595148166039,0.107,False,,,,,,,,,,,,-26.0552778,28.1108333
SYDENHAM,19,Theft,19,Theft:19,September,Tuesday,11,862318.99,45385.21,0,0.1333333333333333,0.0793801384688176,0.1064,False,,,,,,,,,,,,-26.1544444,28.0947222
KIBLER PARK,12,Theft,9,Theft:9; Hijack:3,March,Monday,14,1533162.09,127763.51,0,0.0666666666666666,0.1438860790659826,0.1053,False,,,,,,,,,,,,-26.3122222,28.0086111
RIVONIA,13,Theft,13,Theft:13,December,Wednesday,8,1432928.22,110225.25,0,0.0761904761904762,0.1342479385469194,0.1052,False,,,,,,,,,,,,-26.0533333,28.0594444
ORANGE GROVE,13,Theft,12,Theft:12; Burglary:1,September,Tuesday,12,1406400.2,108184.63,0,0.0761904761904762,0.1316970963570237,0.1039,False,,,,,,,,,,,,-26.1619444,28.09
CLUBVIEW,13,Theft,13,Theft:13,December,Saturday,15,1405242.72,108095.59,0,0.0761904761904762,0.1315857971037074,0.1039,False,,,,,,,,,,,,-25.8338889,28.1683333
EQUESTRIA,15,Theft,12,Theft:12; Armed Robbery:3,January,Wednesday,14,1204411.69,86029.41,1,0.0952380952380952,0.1122745833620031,0.1038,False,,,,,,,,,,,,-25.7601352,28.3455726
KENMARE,10,Theft,10,Theft:10,November,Wednesday,8,1697511.1,169751.11,0,0.0476190476190476,0.1596893085786106,0.1037,False,,,,,,,,,,,,-26.1038889,27.8136111
PRETORIA,21,Theft,20,Theft:20; Armed Robbery:1,April,Thursday,11,598463.58,28498.27,0,0.1523809523809524,0.0540087194235884,0.1032,False,,,,,,,,,,,,-25.7459277,28.1879101
BEYERS PARK,12,Theft,12,Theft:12,June,Tuesday,3,1485777.8,123814.82,0,0.0666666666666666,0.1393297704507805,0.103,False,,,,,,,,,,,,-26.2046141,28.0394465
PANORAMA,19,Theft,15,Theft:15; Burglary:2; Armed Robbery:2,October,Monday,4,772084.9,40636.05,0,0.1333333333333333,0.0707035420346003,0.102,False,,,,,,,,,,,,-27.6716667,27.2477778
TOKAI,19,Theft,17,Theft:17; Armed Robbery:2,June,Tuesday,3,748955.02,39418.69,0,0.1333333333333333,0.0684794531749258,0.1009,False,,,,,,,,,,,,-34.0608333,18.4416667
ALEXANDRA,14,Hijack,8,Hijack:8; Theft:4; Armed Robbery:2,November,Monday,18,1242486.6,103540.55,2,0.0857142857142857,0.1159357343564792,0.1008,False,,,,,,,,,,,,-26.104444,28.098889
HAVENSIDE,9,Theft,7,Theft:7; Hijack:2,December,Thursday,14,1733055.44,192561.72,0,0.0380952380952381,0.1631071287583299,0.1006,False,,,,,,,,,,,,-29.9288896,30.9268994
AMANZIMTOTI,22,Theft,22,Theft:22,August,Saturday,0,438913.63,19950.62,0,0.1619047619047619,0.0386669508386828,0.1003,False,,,,,,,,,,,,-30.0497222,30.8886111
PROTEA PARK,15,Theft,15,Theft:15,December,Sunday,7,1126294.67,75086.31,0,0.0952380952380952,0.1047631222591796,0.1,False,,,,,,,,,,,,-30.7255556,30.4286111
MIDSTREAM ESTATE,13,Theft,11,Theft:11; Hijack:2,September,Thursday,15,1317579.33,101352.26,0,0.0761904761904762,0.1231563902455522,0.0997,False,,,,,,,,,,,,-25.9111052,28.1933548
CRAIGHALL,13,Theft,11,Theft:11; Burglary:1; Attempted Theft:1,September,Saturday,7,1316532.06,101271.7,0,0.0761904761904762,0.1230556884027379,0.0996,False,,,,,,,,,,,,-26.1263889,28.0233333
LYME PARK,10,Theft,10,Theft:10,December,Wednesday,0,1598495.88,159849.59,0,0.0476190476190476,0.1501683492074324,0.0989,False,,,,,,,,,,,,-26.0783333,28.0194444
ASHLEA GARDENS,7,Theft,6,Theft:6; Burglary:1,May,Saturday,22,1894343.21,270620.46,0,0.019047619047619,0.1786160000736482,0.0988,False,,,,,,,,,,,,-25.7858333,28.2641667
POMONA,12,Theft,11,Theft:11; Hijack:1,May,Thursday,7,1397079.33,116423.28,0,0.0666666666666666,0.1308008338978378,0.0987,False,,,,,,,,,,,,-26.0947222,28.2761111
MONUMENT,13,Theft,12,Theft:12; Burglary:1,February,Tuesday,7,1296043.25,99695.63,0,0.0761904761904762,0.1210855556537142,0.0986,False,,,,,,,,,,,,-26.0980556,27.7938889
NORWOOD,16,Theft,16,Theft:16,August,Tuesday,18,995577.24,62223.58,0,0.1047619047619047,0.0921937885735621,0.0985,False,,,,,,,,,,,,-33.9258333,18.5780556
BONAERO PARK,16,Theft,16,Theft:16,December,Thursday,13,995767.65,62235.48,0,0.1047619047619047,0.0922120977372833,0.0985,False,,,,,,,,,,,,-26.1222222,28.2580556
HOUT BAY,20,Theft,19,Theft:19; Malicious Damage:1,November,Saturday,18,589582.14,29479.11,0,0.1428571428571428,0.0531547110257122,0.098,False,,,,,,,,,,,,-34.043093,18.355645
WOODHURST,14,Theft,12,Theft:12; Burglary:2,October,Thursday,15,1165067.5,83219.11,0,0.0857142857142857,0.1084913828148356,0.0971,False,,,,,,,,,,,,-29.909842,30.9096943
DORINGKLOOF,10,Theft,9,Theft:9; Burglary:1,October,Monday,9,1550900.9,155090.09,0,0.0476190476190476,0.1455917813742039,0.0966,False,,,,,,,,,,,,-25.8563889,28.2102778
KHAYELITSHA,12,Theft,10,Theft:10; Hijack:1; Armed Robbery:1,December,Friday,4,1337243.67,121567.61,1,0.0666666666666666,0.1250472448252929,0.0959,False,,,,,,,,,,,,-34.0405905,18.6674201
HONEYDEW,15,Theft,13,Theft:13; Armed Robbery:1; Hijack:1,January,Saturday,13,1041188.23,69412.55,0,0.0952380952380952,0.0965795828248824,0.0959,False,,,,,,,,,,,,-26.0788389,27.9253018
BOTHASIG,16,Theft,14,Theft:14; Hijack:1; Burglary:1,July,Saturday,0,927801.52,57987.6,0,0.1047619047619047,0.0856767109316365,0.0952,False,,,,,,,,,,,,-33.8594444,18.5411111
SAFARI TUINE,10,Theft,10,Theft:10,August,Saturday,12,1516463.65,151646.36,0,0.0476190476190476,0.1422804151205602,0.0949,False,,,,,,,,,,,,-25.6961111,27.2269444
EDGEMEAD,20,Theft,19,Theft:19; Burglary:1,January,Wednesday,15,524714.25,26235.71,0,0.1428571428571428,0.0469172402087605,0.0949,False,,,,,,,,,,,,-33.8755672,18.5399526
GOODWOOD ESTATE,20,Theft,19,Theft:19; Burglary:1,May,Tuesday,6,522380.83,26119.04,0,0.1428571428571428,0.0466928666526961,0.0948,False,,,,,,,,,,,,-33.9050757,18.5511189
MOSSEL BAY,18,Theft,18,Theft:18,December,Sunday,0,717796.83,39877.6,0,0.1238095238095238,0.0654833899326338,0.0946,False,,,,,,,,,,,,-34.1832022,22.1536248
KELVIN,18,Theft,13,Theft:13; Hijack:4; Armed Robbery:1,September,Sunday,17,707721.22,39317.85,0,0.1238095238095238,0.0645145542985784,0.0942,False,,,,,,,,,,,,-26.075,28.0947222
ISIPINGO BEACH,6,Theft,4,Theft:4; Flood:1; Hijack:1,March,Sunday,13,1895767.53,315961.26,0,0.0095238095238095,0.1787529577338095,0.0941,False,,,,,,,,,,,,-29.9941667,30.9461111
FRESNAYE,10,Theft,10,Theft:10,January,Wednesday,9,1497175.57,149717.56,0,0.0476190476190476,0.1404257403945127,0.094,False,,,,,,,,,,,,-33.9251944,18.3877426
MEYERSPARK,13,Theft,12,Theft:12; Hijack:1,August,Friday,13,1189573.43,91505.65,0,0.0761904761904762,0.1108477878592615,0.0935,False,,,,,,,,,,,,-25.7394444,28.32
RIVERCLUB,11,Theft,10,Theft:10; Armed Robbery:1,December,Tuesday,12,1376629.07,125148.1,0,0.0571428571428571,0.1288344079828115,0.093,False,,,,,,,,,,,,-26.0916366,28.0363635
KRAAIFONTEIN,21,Theft,21,Theft:21,February,Saturday,13,378767.32,18036.54,0,0.1523809523809524,0.0328834907419796,0.0926,False,,,,,,,,,,,,-33.8477778,18.7161111
DAVEYTON,13,Hijack,7,Hijack:7; Theft:6,February,Friday,20,1171359.22,90104.56,0,0.0761904761904762,0.1090963727395646,0.0926,False,,,,,,,,,,,,-26.1388421,28.42493
GREENHILLS,16,Theft,16,Theft:16,May,Thursday,0,870588.83,54411.8,0,0.1047619047619047,0.0801753375366593,0.0925,False,,,,,,,,,,,,-26.1551803,27.698764
GLENHAZEL,11,Theft,10,Theft:10; Stolen and recovered:1,March,Friday,22,1363822.95,123983.9,0,0.0571428571428571,0.1276030159986051,0.0924,False,,,,,,,,,,,,-26.14,28.1008333
BLOUBERGSTRAND,14,Theft,14,Theft:14,December,Friday,17,1041274.25,74376.73,0,0.0857142857142857,0.0965878542090707,0.0912,False,,,,,,,,,,,,-33.797336,18.4610228
FLORA PARK,17,Theft,17,Theft:17,March,Thursday,3,739405.38,43494.43,0,0.1142857142857142,0.0675611929877608,0.0909,False,,,,,,,,,,,,-23.9109916,29.4945878
MEYERSDAL,11,Theft,10,Theft:10; Stolen and recovered:1,November,Wednesday,14,1325958.57,120541.69,0,0.0571428571428571,0.1239621088371116,0.0906,False,,,,,,,,,,,,-26.2941667,28.0975
