SUBURB,incident_count,top_claim_type,top_claim_type_count,claim_type_breakdown,peak_month,peak_day_of_week,peak_hour,total_claim_cost,avg_claim_cost,anomalous_claims_excluded_from_cost,freq_normalized,cost_normalized,severity_score,lat,lon
NORTHDALE,8,Theft,7,Theft:7; Armed Robbery:1,May,Sunday,10,432871.61,54108.95,0,0.02857142857142857,0.038085971197978685,0.0333,-29.5572222,30.3938889
BEDFORD GARDENS,5,Theft,5,Theft:5,November,Friday,13,730248.78,146049.76,0,0.0,0.06668072616076064,0.0333,-29.8692539,30.9887682
HUMEWOOD,11,Theft,8,Theft:8; Attempted Theft:1; Burglary:1; Windscreen/ Motor glass damage:1,April,Friday,4,133458.93,12132.63,0,0.05714285714285714,0.009295488669175803,0.0332,-33.9777778,25.6413889
IFAFI,7,Theft,7,Theft:7,September,Friday,23,530171.5,75738.79,0,0.01904761904761905,0.047441990398967245,0.0332,-25.7438889,27.8983333
KING WILLIAM'S TOWN,10,Theft,8,Theft:8; Armed Robbery:2,September,Friday,1,229160.91,25462.32,1,0.047619047619047616,0.018497858399014376,0.0331,-32.8802106,27.3937677
ERASMUSRAND,7,Theft,7,Theft:7,September,Wednesday,0,524946.6,74992.37,0,0.01904761904761905,0.0469395821770952,0.033,-25.8116667,28.2541667
SOUTHERNWOOD,9,Theft,8,Theft:8; Glass Damage:1,August,Thursday,14,315201.79,35022.42,0,0.0380952380952381,0.026771250335530978,0.0324,-33.0026452,27.9019248
BELA-BELA,11,Theft,11,Theft:11,February,Monday,2,114520.71,10410.97,0,0.05714285714285714,0.007474455264589782,0.0323,-24.8806014,28.2904774
NATURENA,7,Theft,6,Theft:6; Hijack:1,April,Thursday,8,503641.79,71948.83,0,0.01904761904761905,0.044890985704546124,0.032,-26.2832168,27.959597
ORMONDE,5,Theft,5,Theft:5,April,Thursday,16,700277.9,140055.58,0,0.0,0.06379883052089379,0.0319,-26.2469444,27.9941667
PARKDENE,8,Theft,8,Theft:8,December,Thursday,7,403067.85,50383.48,0,0.02857142857142857,0.03522014523639071,0.0319,-33.9880699,22.4844425
BELLAIR,8,Theft,8,Theft:8,June,Tuesday,17,400592.52,50074.06,0,0.02857142857142857,0.03498212610801571,0.0318,-29.8922222,30.9516667
FREEWAY PARK,9,Theft,8,Theft:8; Burglary:1,May,Tuesday,4,299510.76,33278.97,0,0.0380952380952381,0.025262455433879113,0.0317,-26.2591667,28.2380556
BLOEMFONTEIN CENTRAL,11,Theft,11,Theft:11,October,Monday,11,98086.28,8916.93,0,0.05714285714285714,0.005894177603049749,0.0315,-29.116885,26.2232712
UNIVERSITAS,8,Theft,6,Theft:6; Burglary:1; Attempted Theft:1,December,Sunday,0,385860.49,48232.56,0,0.02857142857142857,0.03356554531281091,0.0311,-29.1211111,26.185
OTTERY,10,Theft,10,Theft:10,August,Saturday,13,180222.41,18022.24,0,0.047619047619047616,0.013792102352758018,0.0307,-34.0131526,18.5091531
JEFFREY'S BAY,8,Theft,8,Theft:8,January,Saturday,18,375843.37,46980.42,0,0.02857142857142857,0.03260233387384005,0.0306,-34.0536224,24.9233509
CASTLE HILL,6,Theft,3,Theft:3; Burglary:1; Hijack:1; Stolen and recovered:1,May,Sunday,13,570077.6,95012.93,0,0.009523809523809525,0.05127922225849523,0.0304,-33.9631834,25.6223703
BLACKHEATH,5,Theft,4,Theft:4; Windscreen/ Motor glass damage:1,April,Wednesday,8,665989.6,133197.92,0,0.0,0.06050178678148919,0.0303,-26.1344444,27.9741667
DURBANVILLE HILLS,7,Theft,7,Theft:7,March,Saturday,9,466500.91,66642.99,0,0.01904761904761905,0.04131964778811465,0.0302,-33.8480556,18.6386111
FLAMINGO VLEI,8,Theft,7,Theft:7; Burglary:1,December,Saturday,13,363983.38,45497.92,0,0.02857142857142857,0.03146191846161778,0.03,-33.8309231,18.4917263
DELMAS,9,Theft,7,Theft:7; Hijack:1; Armed Robbery:1,April,Tuesday,0,262953.79,29217.09,0,0.0380952380952381,0.0217472642733345,0.0299,-26.146111,28.683611
ZONNEBLOEM,10,Theft,10,Theft:10,December,Friday,5,162672.08,16267.21,0,0.047619047619047616,0.012104523626166595,0.0299,-33.932546,18.435048
ERASMUS,6,Theft,5,Theft:5; Hijack:1,September,Tuesday,3,557042.46,92840.41,0,0.009523809523809525,0.050025808507178825,0.0298,-25.8161111,28.7472222
CENTURY CITY,9,Theft,9,Theft:9,November,Saturday,17,260783.44,28975.94,0,0.0380952380952381,0.021538570961627104,0.0298,-33.8890503,18.5119603
STRANDFONTEIN,8,Theft,8,Theft:8,October,Tuesday,7,357966.24,44745.78,0,0.02857142857142857,0.03088333119522892,0.0297,-31.755556,18.227222
KENRIDGE,7,Theft,7,Theft:7,September,Saturday,13,439561.02,62794.43,0,0.01904761904761905,0.038729201610708704,0.0289,-33.8580556,18.6372222
NAHOON VALLEY PARK,8,Theft,8,Theft:8,February,Thursday,11,336674.07,42084.26,0,0.02857142857142857,0.028835950141142295,0.0287,-32.9529823,27.9130692
MAGALIESBURG,6,Theft,5,Theft:5; Armed Robbery:1,March,Saturday,21,532996.79,88832.8,0,0.009523809523809525,0.04771366046445613,0.0286,-26.000223,27.547809
PROTEA VALLEY,6,Theft,6,Theft:6,April,Sunday,2,532290.0,88715.0,0,0.009523809523809525,0.04764569799490897,0.0286,-33.8655606,18.6166051
LA LUCIA,9,Theft,9,Theft:9,June,Tuesday,17,233368.31,25929.81,0,0.0380952380952381,0.01890242735778955,0.0285,-29.7547222,31.0594444
BAKOVEN,8,Theft,8,Theft:8,January,Monday,11,329836.39,41229.55,0,0.02857142857142857,0.028178462600609463,0.0284,-33.96,18.3827778
TONGAAT,9,Theft,6,Theft:6; Hijack:1; Armed Robbery:1; Burglary:1,February,Saturday,8,229182.18,28647.77,1,0.0380952380952381,0.018499903648278325,0.0283,-33.9247859,18.8508523
LAMBTON,8,Theft,6,Theft:6; Armed Robbery:1; Burglary:1,June,Saturday,0,322286.29,40285.79,0,0.02857142857142857,0.027452471229299752,0.028,-26.2432141,28.1800743
HALFWAY HOUSE,9,Theft,6,Theft:6; Hijack:3,March,Sunday,6,220237.23,27529.65,1,0.0380952380952381,0.01763978834956748,0.0279,-25.9949025,28.1289133
VEREENIGING,7,Theft,5,Theft:5; Hijack:1; Burglary:1,March,Wednesday,12,418590.07,59798.58,0,0.01904761904761905,0.03671270795523827,0.0279,-26.6747222,27.9261111
WOODLANDS,8,Theft,7,Theft:7; Armed Robbery:1,December,Wednesday,14,312788.39,39098.55,0,0.02857142857142857,0.026539186180682853,0.0276,-34.0397222,18.5994444
REMBRANDTPARK,7,Theft,6,Theft:6; Armed Robbery:1,May,Wednesday,10,405859.57,57979.94,0,0.01904761904761905,0.03548858732737132,0.0273,-26.1236111,28.1286111
TERENURE,8,Theft,8,Theft:8,January,Monday,2,305964.25,38245.53,0,0.02857142857142857,0.025883000599484004,0.0272,-26.0808328,28.1962283
NYANGA,7,Theft,6,Theft:6; Hijack:1,March,Friday,19,401847.8,57406.83,0,0.01904761904761905,0.0351028294693722,0.0271,-33.9869444,18.5847222
ONRUS RIVER,9,Theft,9,Theft:9,May,Friday,13,200039.62,22226.62,0,0.0380952380952381,0.01569765638031162,0.0269,-34.3722135,19.2323511
RANGEVIEW,8,Theft,8,Theft:8,November,Tuesday,14,295167.87,36895.98,0,0.02857142857142857,0.02484485822767691,0.0267,-26.1119444,27.8263889
LEVALLIA,9,Theft,9,Theft:9,August,Monday,12,190992.46,21221.38,0,0.0380952380952381,0.014827712923290078,0.0265,-33.9675,22.4830556
HEUWELSIG,8,Theft,8,Theft:8,February,Thursday,0,289035.77,36129.47,0,0.02857142857142857,0.02425521680729728,0.0264,-29.0822222,26.1994444
MAKHADO,7,Theft,7,Theft:7,December,Tuesday,23,385320.12,55045.73,0,0.01904761904761905,0.03351358521197587,0.0263,-23.038326,29.906665
BOKSBURG NORTH,9,Theft,7,Theft:7; Armed Robbery:2,September,Friday,13,184139.49,23017.44,1,0.0380952380952381,0.014168755149506381,0.0261,-26.2084475,28.2535265
RISIVILLE,7,Theft,7,Theft:7,January,Sunday,0,382488.32,54641.19,0,0.01904761904761905,0.03324128916751622,0.0261,-26.6430556,27.9786111
PAREL VALLEI,7,Theft,7,Theft:7,September,Sunday,9,376910.95,53844.42,0,0.01904761904761905,0.032704988655655236,0.0259,-34.0673594,18.8572964
UPINGTON,8,Theft,8,Theft:8,October,Thursday,9,274762.67,34345.33,0,0.02857142857142857,0.02288276512561881,0.0257,-28.456325,21.241867
PHOENIX INDUSTRIAL,7,Theft,7,Theft:7,May,Wednesday,3,349548.01,49935.43,0,0.01904761904761905,0.030073863460801493,0.0246,-29.7216338,31.0017176
MALMESBURY,9,Theft,8,Theft:8; Burglary:1,September,Friday,2,149438.01,16604.22,0,0.0380952380952381,0.010831981457545166,0.0245,-33.460278,18.723611
THERESAPARK,8,Theft,8,Theft:8,October,Friday,10,250241.63,31280.2,0,0.02857142857142857,0.020524907156116396,0.0245,-25.6730556,28.1444444
MILNERTON RIDGE,6,Theft,4,Theft:4; Armed Robbery:2,May,Friday,4,444341.73,74056.96,0,0.009523809523809525,0.03918889806621711,0.0244,-33.8530522,18.5089905
DEL JUDOR,5,Theft,5,Theft:5,April,Friday,23,540472.6,108094.52,0,0.0,0.04843250836760321,0.0242,-25.8958333,29.2405556
KWADUKUZA,8,Theft,8,Theft:8,January,Tuesday,14,240544.85,30068.11,0,0.02857142857142857,0.01959249849802067,0.0241,-29.3383782,31.2881205
VAN RIEBEECKPARK,8,Theft,7,Theft:7; Armed Robbery:1,November,Friday,3,239886.51,34269.5,1,0.02857142857142857,0.01952919481205783,0.0241,-26.0879289,28.2217823
SHERE,5,Theft,4,Theft:4; Armed Robbery:1,August,Wednesday,12,533307.11,106661.42,0,0.0,0.047743499756961495,0.0239,-25.7947566,28.3562043
PHALABORWA,8,Theft,8,Theft:8,June,Friday,2,237586.65,29698.33,0,0.02857142857142857,0.019308048268936503,0.0239,-23.948502,31.137577
NORTHGATE,9,Theft,8,Theft:8; Attempted Hijack:1,February,Wednesday,14,124669.44,13852.16,0,0.0380952380952381,0.008450321863674821,0.0233,-26.0580556,27.9480556
HELENA HEIGHTS,5,Theft,5,Theft:5,July,Thursday,19,521579.44,104315.89,0,0.0,0.04661580777598539,0.0233,-34.0572222,18.8361111
MOUNT CROIX,8,Theft,8,Theft:8,October,Wednesday,16,223097.6,27887.2,0,0.02857142857142857,0.01791483158591576,0.0232,-33.955779,25.6015725
FRANSCHHOEK,8,Theft,8,Theft:8,June,Saturday,0,221905.93,27738.24,0,0.02857142857142857,0.017800244741046335,0.0232,-33.909167,19.119444
PIET RETIEF,5,Theft,5,Theft:5,April,Wednesday,1,516953.91,103390.78,0,0.0,0.046171032889860145,0.0231,-27.006667,30.807778
ELANDSPARK,8,Theft,8,Theft:8,May,Friday,2,216156.53,27019.57,0,0.02857142857142857,0.017247402422373995,0.0229,-26.24,28.1105556
SUNNYRIDGE,7,Theft,7,Theft:7,December,Monday,14,311939.22,44562.75,0,0.01904761904761905,0.026457532945258804,0.0228,-26.17,28.1772222
HORISON,5,Theft,5,Theft:5,December,Saturday,3,508327.95,101665.59,0,0.0,0.045341590560717134,0.0227,-26.1519444,27.8775
WORCESTER,8,Theft,8,Theft:8,December,Wednesday,6,211573.84,26446.73,0,0.02857142857142857,0.016806746881733833,0.0227,-33.646238,19.445927
PARADYSKLOOF,7,Theft,7,Theft:7,December,Saturday,2,307824.27,43974.9,0,0.01904761904761905,0.026061853657120788,0.0226,-33.9636111,18.8566667
WAPADRAND,6,Theft,6,Theft:6,December,Sunday,15,408280.43,68046.74,0,0.009523809523809525,0.03572136880988795,0.0226,-25.7824841,28.3389308
SELECTION PARK,5,Theft,3,Theft:3; Armed Robbery:2,July,Tuesday,20,503705.82,100741.16,0,0.0,0.044897142606773244,0.0224,-26.2782911,28.4454059
EVERTON H C,7,Theft,6,Theft:6; Hijack:1,April,Thursday,4,304927.53,43561.08,0,0.01904761904761905,0.025783313207997243,0.0224,-34.0392157,18.5855439
LAUDIUM,7,Theft,6,Theft:6; Armed Robbery:1,January,Friday,16,304227.42,43461.06,0,0.01904761904761905,0.025715993064029923,0.0224,-25.7891012,28.1032119
STRATHAVON,5,Theft,5,Theft:5,June,Tuesday,15,500910.28,100182.06,0,0.0,0.044628333197871226,0.0223,-26.095,28.07
BLUE HILLS,7,Theft,7,Theft:7,June,Wednesday,1,303175.41,43310.77,0,0.01904761904761905,0.0256148354392923,0.0223,-25.9382165,28.1043655
UVONGO,6,Theft,6,Theft:6,August,Thursday,4,401842.59,66973.76,0,0.009523809523809525,0.03510232849388254,0.0223,-30.8444444,30.3866667
KYALAMI GARDENS,8,Theft,6,Theft:6; Hijack:1; Armed Robbery:1,November,Monday,18,201136.06,28733.72,1,0.02857142857142857,0.01580308623940737,0.0222,-33.830163,18.5338741
NEWLANDS EAST,8,Theft,7,Theft:7; Burglary:1,June,Saturday,2,201377.39,25172.17,0,0.02857142857142857,0.015826291693326944,0.0222,-29.7850901,30.9748368
NORKEM PARK,6,Theft,5,Theft:5; Stolen and recovered:1,October,Friday,16,393309.55,65551.59,0,0.009523809523809525,0.03428182102894292,0.0219,-26.055,28.2227778
GEZINA,6,Theft,6,Theft:6,April,Wednesday,21,391641.1,65273.52,0,0.009523809523809525,0.034121388676595046,0.0218,-25.7177778,28.2097222
AERORAND,8,Theft,7,Theft:7; Burglary:1,October,Friday,15,189718.19,23714.77,0,0.02857142857142857,0.014705183549544193,0.0216,-25.8010137,29.4502556
MOSELEY PARK,5,Theft,5,Theft:5,January,Saturday,4,475083.65,95016.73,0,0.0,0.0421449342322935,0.0211,-29.8463889,30.8741667
VERMONT,5,Theft,5,Theft:5,July,Saturday,5,476018.44,95203.69,0,0.0,0.04223482038929626,0.0211,-34.4183333,19.1527778
WONDERBOOM SOUTH,5,Theft,5,Theft:5,November,Monday,11,472778.2,94555.64,0,0.0,0.04192325017420341,0.021,-25.7,28.2086111
THEESCOMBE AH,8,Theft,8,Theft:8,June,Friday,0,174633.12,21829.14,0,0.02857142857142857,0.013254655655131809,0.0209,-33.9736987,25.4755096
MONTE VISTA,7,Theft,5,Theft:5; Collision:1; Burglary:1,December,Friday,3,268425.82,38346.55,0,0.01904761904761905,0.0222734356569649,0.0207,-33.8797222,18.555
RUSTENBURG NORTH,7,Theft,7,Theft:7,October,Friday,14,257187.09,36741.01,0,0.01904761904761905,0.021192758446798205,0.0201,-25.6522222,27.2319444
NELLMAPIUS,5,Hijack,2,Hijack:2; Theft:2; Armed Robbery:1,February,Monday,13,454801.22,90960.24,0,0.0,0.04019464626667805,0.0201,-33.9472568,18.8601356
KATHU,8,Theft,8,Theft:8,February,Friday,10,151905.64,18988.21,0,0.02857142857142857,0.011069260180685917,0.0198,-27.695833,23.05
THE DE DEUR ESTATES,5,Theft,5,Theft:5,January,Thursday,10,446918.95,89383.79,0,0.0,0.03943671458281514,0.0197,-26.5002261,27.8980413
BETTY'S BAY,6,Theft,5,Theft:5; Burglary:1,December,Saturday,15,337576.65,56262.78,0,0.009523809523809525,0.02892273909650934,0.0192,-34.353611,18.917778
DIEP RIVER,7,Theft,7,Theft:7,July,Wednesday,15,236708.45,33815.49,0,0.01904761904761905,0.019223603609622827,0.0191,-34.0359793,18.4675126
MAYVILLE,5,Theft,5,Theft:5,July,Tuesday,17,434203.58,86840.72,0,0.0,0.03821404880315523,0.0191,-25.7011111,28.1877778
RUGBY,5,Theft,4,Theft:4; Hijack:1,January,Saturday,7,433775.84,86755.17,0,0.0,0.03817291881161022,0.0191,-33.8976137,18.4877778
SILVERFIELDS,5,Theft,5,Theft:5,September,Sunday,14,433973.34,86794.67,0,0.0,0.03819190972508602,0.0191,-26.1205556,27.8241667
BRIGHTON BEACH,6,Theft,6,Theft:6,March,Sunday,3,328590.28,54765.05,0,0.009523809523809525,0.028058640994577392,0.0188,-29.9383333,31.0025
BROEDERSTROOM,6,Theft,4,Theft:4; Hijack:1; Armed Robbery:1,October,Friday,10,329500.94,54916.82,0,0.009523809523809525,0.02814620689465777,0.0188,-25.8024806,27.8759645
WILKOPPIES,7,Theft,7,Theft:7,November,Saturday,22,227495.04,32499.29,0,0.01904761904761905,0.018337674130498235,0.0187,-26.84,26.6697222
STEENBERG,8,Theft,8,Theft:8,December,Sunday,1,120889.22,15111.15,0,0.02857142857142857,0.00808682904879126,0.0183,-34.0747222,18.4708333
GEORGE SOUTH,7,Theft,6,Theft:6; Burglary:1,September,Wednesday,21,216265.46,30895.07,0,0.01904761904761905,0.017257876752525485,0.0182,-33.9706657,22.4553573
PELLISSIER,6,Theft,6,Theft:6,September,Friday,8,314718.52,52453.09,0,0.009523809523809525,0.02672478077221224,0.0181,-29.1563889,26.1708333
DERDEPOORTPARK,5,Theft,4,Theft:4; Burglary:1,May,Wednesday,1,408847.0,81769.4,0,0.0,0.03577584821164991,0.0179,-25.6973637,28.2936092
BARDENE,6,Theft,5,Theft:5; Stolen and recovered:1,December,Thursday,23,303062.68,50510.45,0,0.009523809523809525,0.025603995714349882,0.0176,-26.175,28.2672222
JAMESTOWN,6,Theft,6,Theft:6,April,Tuesday,3,296867.19,49477.86,0,0.009523809523809525,0.025008258931918447,0.0173,-33.9791667,18.8491667
SCOTTSVILLE,5,Theft,5,Theft:5,January,Thursday,19,396252.25,79250.45,0,0.0,0.03456478083190621,0.0173,-29.6162796,30.3969363
CAPITAL PARK,7,Theft,7,Theft:7,March,Friday,12,193339.5,27619.93,0,0.01904761904761905,0.015053396131210336,0.0171,-25.7241667,28.1877778
MEER EN SEE,6,Theft,6,Theft:6,November,Thursday,17,293179.13,48863.19,0,0.009523809523809525,0.0246536279022801,0.0171,-28.7788846,32.1095004
BEZUIDENHOUT VALLEY,6,Theft,6,Theft:6,November,Monday,19,291248.44,48541.41,0,0.009523809523809525,0.024467979463097315,0.017,-33.8757004,18.6333955
VANDERBIJLPARK C. C.,7,Theft,7,Theft:7,March,Sunday,0,189205.65,27029.38,0,0.01904761904761905,0.014655899484770073,0.0169,-26.6988455,27.8330231
FLORIDA HILLS,6,Theft,5,Theft:5; Burglary:1,April,Saturday,0,287095.09,47849.18,0,0.009523809523809525,0.024068607764440454,0.0168,-26.1605556,27.9275
BLOUBOSRAND,5,Theft,5,Theft:5,August,Sunday,12,381879.11,76375.82,0,0.0,0.033182709651573966,0.0166,-26.0258333,27.9680556
MARLOTH PARK,8,Theft,8,Theft:8,March,Tuesday,0,83414.66,10426.83,0,0.02857142857142857,0.004483405623455448,0.0165,-25.343681,31.783462
MINDALORE,5,Theft,5,Theft:5,July,Monday,14,376912.72,75382.54,0,0.0,0.03270515885270259,0.0164,-26.1311111,27.8305556
CHARTWELL,8,Theft,8,Theft:8,December,Sunday,0,78467.73,9808.47,0,0.02857142857142857,0.0040077260305397076,0.0163,-26.1675359,28.0522369
ILLIONDALE,5,Theft,5,Theft:5,February,Sunday,0,370861.6,74172.32,0,0.0,0.03212330418763065,0.0161,-26.1147222,28.1688889
DIE BOORD,6,Theft,4,Theft:4; Burglary:1; Attempted Theft:1,September,Sunday,17,272719.3,45453.22,0,0.009523809523809525,0.02268628176931981,0.0161,-33.947893,18.8501712
CLIFTON,7,Theft,7,Theft:7,November,Sunday,17,173511.64,24787.38,0,0.01904761904761905,0.013146818036676902,0.0161,-33.9352848,18.3790703
STRUBENVALE,7,Theft,7,Theft:7,September,Wednesday,0,171372.44,24481.78,0,0.01904761904761905,0.012941120000689863,0.016,-26.2540763,28.4705032
SWELLENDAM,7,Theft,7,Theft:7,February,Sunday,11,171854.94,24550.71,0,0.01904761904761905,0.012987515523485182,0.016,-34.021111,20.441944
ORANJEVILLE,5,Theft,5,Theft:5,June,Monday,12,369764.63,73952.93,0,0.0,0.03201782336557722,0.016,-26.9927778,28.21
HONEYDEW RIDGE,6,Theft,5,Theft:5; Malicious Damage:1,October,Friday,16,265277.77,44212.96,0,0.009523809523809525,0.02197073011181298,0.0157,-26.1037513,27.9023632
CENTURION GOLF ESTATE,7,Theft,6,Theft:6; Hijack:1,December,Tuesday,10,165253.47,23607.64,0,0.01904761904761905,0.012352741115469409,0.0157,-25.8751979,28.2007471
LANSDOWNE,7,Theft,7,Theft:7,May,Thursday,12,162483.41,23211.92,0,0.01904761904761905,0.012086381774797077,0.0156,-33.9963409,18.5068931
SOUTHDALE,5,Theft,5,Theft:5,November,Wednesday,12,360494.01,72098.8,0,0.0,0.031126392771718706,0.0156,-26.2412942,28.0231609
NORTHPINE,6,Theft,6,Theft:6,September,Thursday,4,256783.38,42797.23,0,0.009523809523809525,0.021153939096523185,0.0153,-33.8694444,18.7147222
GEELHOUTPARK,5,Theft,5,Theft:5,December,Wednesday,1,348333.7,69666.74,0,0.0,0.029957099632230335,0.015,-25.6583333,27.215
SEA COW LAKE,5,Theft,4,Theft:4; Hijack:1,April,Sunday,16,349072.78,69814.56,0,0.0,0.030028166995935135,0.015,-29.8005556,31.0075
ERMELO,6,Theft,6,Theft:6,March,Friday,11,247730.0,41288.33,0,0.009523809523809525,0.02028339754592281,0.0149,-26.5201061,29.9862195
ROWALLAN PARK,7,Theft,7,Theft:7,June,Friday,20,147785.79,21112.26,0,0.01904761904761905,0.010673109725580646,0.0149,-33.9361111,25.4611111
PYRAMID,6,Theft,6,Theft:6,September,Tuesday,6,246198.66,41033.11,0,0.009523809523809525,0.02013614921457072,0.0148,-28.9878667,29.1615833
CAPE FARMS,5,Theft,5,Theft:5,April,Wednesday,14,340118.24,68023.65,0,0.0,0.029167129556159813,0.0146,-33.7556516,18.6215714
DANA BAY,7,Theft,7,Theft:7,October,Wednesday,5,138796.24,19828.03,0,0.01904761904761905,0.009808705845902602,0.0144,-34.1991667,22.0416667
ONTDEKKERSPARK,5,Theft,5,Theft:5,January,Friday,15,331380.89,66276.18,0,0.0,0.028326976351816444,0.0142,-26.1477778,27.8877778
MITCHELLS PLAIN CENTRE,7,Theft,7,Theft:7,September,Monday,18,134567.73,19223.96,0,0.01904761904761905,0.009402107022907304,0.0142,-34.050859,18.6150954
BOOYSENS,5,Theft,5,Theft:5,October,Wednesday,13,329032.65,65806.53,0,0.0,0.028101177756067474,0.0141,-25.7097222,28.1266667
TYGER VALLEY,7,Theft,7,Theft:7,May,Wednesday,20,129807.66,18543.95,0,0.01904761904761905,0.008944395238052773,0.014,-33.8775535,18.6322696
CRESTA,7,Theft,7,Theft:7,May,Thursday,16,130772.95,18681.85,0,0.01904761904761905,0.00903721416903535,0.014,-26.1252778,27.9811111
BERGSIG,7,Theft,7,Theft:7,December,Friday,4,128095.57,18299.37,0,0.01904761904761905,0.008779766615000675,0.0139,-33.955,22.4769444
SUNNYDALE,5,Theft,5,Theft:5,December,Sunday,5,325043.57,65008.71,0,0.0,0.027717601689596284,0.0139,-28.884339,31.4862195
EERSTE RIVER,7,Theft,7,Theft:7,August,Tuesday,11,124225.67,17746.52,0,0.01904761904761905,0.00840765048305124,0.0137,-33.9609421,18.9178443
SANDTON COUNTRY CLUB ESTATE,7,Theft,7,Theft:7,July,Thursday,9,122140.27,17448.61,0,0.01904761904761905,0.008207125668051537,0.0136,-26.0527957,28.0721079
WEST BEACH,5,Theft,5,Theft:5,October,Monday,15,308957.54,61791.51,0,0.0,0.026170824960992805,0.0131,-33.8104775,18.4789686
LENTEGEUR,5,Theft,4,Theft:4; Hijack:1,August,Monday,10,307303.6,61460.72,0,0.0,0.026011787839807128,0.013,-34.0313889,18.6119444
STRUIS BAY,7,Theft,7,Theft:7,December,Tuesday,21,107166.63,15309.52,0,0.01904761904761905,0.006767312495100463,0.0129,-34.8111916,20.036906
LOTUS PARK,7,Theft,6,Theft:6; Hijack:1,May,Tuesday,4,107119.27,15302.75,0,0.01904761904761905,0.006762758522127229,0.0129,-29.9902564,30.9169945
GROBLERSDAL,7,Theft,7,Theft:7,September,Saturday,12,102733.72,14676.25,0,0.01904761904761905,0.006341059278614255,0.0127,-25.1675,29.392778
SOUTHRIDGE,7,Theft,6,Theft:6; Burglary:1,May,Thursday,13,98088.91,14012.7,0,0.01904761904761905,0.00589443049470768,0.0125,-28.7709431,24.7610768
BONNIE DOON,7,Theft,7,Theft:7,October,Thursday,10,93511.9,13358.84,0,0.01904761904761905,0.00545432112312343,0.0123,-32.9783283,27.9279533
RICHMOND,7,Theft,7,Theft:7,March,Wednesday,10,95203.81,13600.54,0,0.01904761904761905,0.005617009307522658,0.0123,-29.873333,30.273333
VIRGINIA,6,Theft,6,Theft:6,July,Monday,8,189261.29,31543.55,0,0.009523809523809525,0.014661249633761435,0.0121,-28.103056,26.859444
NORTHDENE,6,Theft,5,Theft:5; Malicious Damage:1,July,Tuesday,19,188632.41,31438.73,0,0.009523809523809525,0.014600778718993518,0.0121,-29.8666667,30.8938889
HEATHER PARK,6,Theft,6,Theft:6,November,Sunday,9,185963.85,30993.98,0,0.009523809523809525,0.01434417926549989,0.0119,-33.9831413,18.4735517
CERES,7,Theft,6,Theft:6; Hijack:1,August,Monday,0,83412.65,11916.09,0,0.01904761904761905,0.004483212348842352,0.0118,-33.368333,19.309167
GREYTON,6,Theft,6,Theft:6,January,Saturday,3,183299.83,30549.97,0,0.009523809523809525,0.014088016362624895,0.0118,-34.050751,19.608166
SONEIKE,7,Theft,6,Theft:6; Armed Robbery:1,March,Friday,3,82962.54,13827.09,1,0.01904761904761905,0.0044399313358570655,0.0117,-33.9163889,18.6811111
RAISETHORPE,5,Theft,5,Theft:5,December,Monday,13,277060.29,55412.06,0,0.0,0.02310369627812654,0.0116,-29.5588889,30.4161111
IVYPARK,5,Theft,5,Theft:5,February,Monday,0,277894.01,55578.8,0,0.0,0.023183863895255896,0.0116,-23.9258672,29.4412088
OR TAMBO INTERNATIONAL AIRPORT,7,Theft,7,Theft:7,February,Friday,12,80269.58,11467.08,0,0.01904761904761905,0.004180985663179593,0.0116,-26.1345284,28.2317954
WALMER ESTATE,6,Theft,6,Theft:6,August,Sunday,7,174144.55,29024.09,0,0.009523809523809525,0.013207676462236246,0.0114,-33.9360896,18.4451639
THREE RIVERS EAST,5,Theft,5,Theft:5,December,Sunday,9,264813.39,52962.68,0,0.0,0.021926076945231236,0.011,-26.6636111,27.9997222
VASCO ESTATE,6,Theft,6,Theft:6,May,Tuesday,14,164795.85,27465.98,0,0.009523809523809525,0.012308737966989421,0.0109,-33.9026652,18.5588817
BIRCH ACRES,6,Theft,6,Theft:6,October,Wednesday,20,162705.34,27117.56,0,0.009523809523809525,0.012107721792152444,0.0108,-26.0569444,28.2069444
ZINKWAZI BEACH,6,Theft,6,Theft:6,May,Wednesday,2,161204.49,26867.41,0,0.009523809523809525,0.011963405273214923,0.0107,-29.2797867,31.4397649
THORNTON,6,Theft,6,Theft:6,November,Monday,2,157878.38,26313.06,0,0.009523809523809525,0.011643578097412361,0.0106,-33.9236111,18.5352778
LINCOLN MEADE,5,Theft,4,Theft:4; Hijack:1,July,Sunday,7,254340.76,50868.15,0,0.0,0.020919065248045876,0.0105,-29.6180556,30.4338889
GREENBURY,5,Theft,4,Theft:4; Burglary:1,April,Monday,11,254056.23,50811.25,0,0.0,0.02089170583229261,0.0104,-29.7239701,31.0323294
FAIRVIEW,7,Theft,5,Theft:5; Armed Robbery:2,June,Wednesday,4,52756.96,8792.83,1,0.01904761904761905,0.0015354677598242881,0.0103,-28.7566667,31.8930556
RIVERTON,7,Theft,7,Theft:7,October,Saturday,20,52027.09,7432.44,0,0.01904761904761905,0.00146528599770487,0.0103,-28.5183351,24.6969406
ORKNEY,6,Theft,6,Theft:6,September,Saturday,0,151015.33,25169.22,0,0.009523809523809525,0.010983651065867468,0.0103,-26.975276,26.671926
